Date,Time,Measure,Value,Unit
2026-09-25,14:20:00,AQI,3,
2026-09-25,14:20:00,TVOC,424,ppb
2026-09-25,14:20:00,eCO2,842,ppm
2026-09-25,14:20:00,Broadband (Visible + IR),4,
2026-09-25,14:20:00,Infrared,1,
2026-09-25,14:20:01,Temperature,25.18,°C
2026-09-25,14:20:01,Humidity,50.82,%
2026-09-25,14:20:01,AQI,3,
2026-09-25,14:20:01,TVOC,413,ppb
2026-09-25,14:20:01,eCO2,839,ppm
2026-09-25,14:20:01,Broadband (Visible + IR),4,
2026-09-25,14:20:01,Infrared,1,
2026-09-25,14:20:02,Temperature,25.17,°C
2026-09-25,14:20:02,Humidity,50.81,%
2026-09-25,14:20:02,AQI,3,
2026-09-25,14:20:02,TVOC,407,ppb
2026-09-25,14:20:02,eCO2,837,ppm
2026-09-25,14:20:02,Broadband (Visible + IR),4,
2026-09-25,14:20:02,Infrared,1,
2026-09-25,14:20:03,Temperature,25.16,°C
2026-09-25,14:20:03,Humidity,50.79,%
2026-09-25,14:20:03,AQI,3,
2026-09-25,14:20:03,TVOC,391,ppb
2026-09-25,14:20:03,eCO2,832,ppm
2026-09-25,14:20:03,Broadband (Visible + IR),4,
2026-09-25,14:20:03,Infrared,1,
2026-09-25,14:20:04,Temperature,25.14,°C
2026-09-25,14:20:04,Humidity,50.78,%
2026-09-25,14:20:04,AQI,3,
2026-09-25,14:20:04,TVOC,414,ppb
2026-09-25,14:20:04,eCO2,839,ppm
2026-09-25,14:20:04,Broadband (Visible + IR),4,
2026-09-25,14:20:04,Infrared,1,
2026-09-25,14:20:05,Temperature,25.13,°C
2026-09-25,14:20:05,Humidity,50.75,%
2026-09-25,14:20:05,AQI,3,
2026-09-25,14:20:05,TVOC,385,ppb
2026-09-25,14:20:05,eCO2,830,ppm
2026-09-25,14:20:05,Broadband (Visible + IR),4,
2026-09-25,14:20:05,Infrared,1,
2026-09-25,14:20:06,Temperature,25.17,°C
2026-09-25,14:20:06,Humidity,50.76,%
2026-09-25,14:20:06,AQI,3,
2026-09-25,14:20:06,TVOC,371,ppb
2026-09-25,14:20:06,eCO2,825,ppm
2026-09-25,14:20:06,Broadband (Visible + IR),4,
2026-09-25,14:20:06,Infrared,1,
2026-09-25,14:20:07,Temperature,25.17,°C
2026-09-25,14:20:07,Humidity,50.75,%
2026-09-25,14:20:07,AQI,3,
2026-09-25,14:20:07,TVOC,375,ppb
2026-09-25,14:20:07,eCO2,827,ppm
2026-09-25,14:20:07,Broadband (Visible + IR),4,
2026-09-25,14:20:07,Infrared,1,
2026-09-25,14:20:08,Temperature,25.17,°C
2026-09-25,14:20:08,Humidity,50.81,%
2026-09-25,14:20:08,AQI,3,
2026-09-25,14:20:08,TVOC,380,ppb
2026-09-25,14:20:08,eCO2,828,ppm
2026-09-25,14:20:08,Broadband (Visible + IR),4,
2026-09-25,14:20:08,Infrared,1,
2026-09-25,14:20:09,Temperature,25.13,°C
2026-09-25,14:20:09,Humidity,50.85,%
2026-09-25,14:20:09,AQI,3,
2026-09-25,14:20:09,TVOC,396,ppb
2026-09-25,14:20:09,eCO2,833,ppm
2026-09-25,14:20:09,Broadband (Visible + IR),4,
2026-09-25,14:20:09,Infrared,1,
2026-09-25,14:20:10,Temperature,25.13,°C
2026-09-25,14:20:10,Humidity,50.81,%
2026-09-25,14:20:10,AQI,3,
2026-09-25,14:20:10,TVOC,424,ppb
2026-09-25,14:20:10,eCO2,842,ppm
2026-09-25,14:20:10,Broadband (Visible + IR),4,
2026-09-25,14:20:10,Infrared,1,
2026-09-25,14:20:11,Temperature,25.11,°C
2026-09-25,14:20:11,Humidity,50.87,%
2026-09-25,14:20:11,AQI,3,
2026-09-25,14:20:11,TVOC,427,ppb
2026-09-25,14:20:11,eCO2,843,ppm
2026-09-25,14:20:11,Broadband (Visible + IR),4,
2026-09-25,14:20:11,Infrared,1,
2026-09-25,14:20:12,Temperature,25.16,°C
2026-09-25,14:20:12,Humidity,50.88,%
2026-09-25,14:20:12,AQI,3,
2026-09-25,14:20:12,TVOC,427,ppb
2026-09-25,14:20:12,eCO2,843,ppm
2026-09-25,14:20:12,Broadband (Visible + IR),4,
2026-09-25,14:20:12,Infrared,1,
2026-09-25,14:20:13,Temperature,25.17,°C
2026-09-25,14:20:13,Humidity,50.88,%
2026-09-25,14:20:13,AQI,3,
2026-09-25,14:20:13,TVOC,432,ppb
2026-09-25,14:20:13,eCO2,845,ppm
2026-09-25,14:20:13,Broadband (Visible + IR),4,
2026-09-25,14:20:13,Infrared,1,
2026-09-25,14:20:14,Temperature,25.18,°C
2026-09-25,14:20:14,Humidity,50.90,%
2026-09-25,14:20:14,AQI,3,
2026-09-25,14:20:14,TVOC,450,ppb
2026-09-25,14:20:14,eCO2,851,ppm
2026-09-25,14:20:14,Broadband (Visible + IR),4,
2026-09-25,14:20:14,Infrared,1,
2026-09-25,14:20:15,Temperature,25.19,°C
2026-09-25,14:20:15,Humidity,50.85,%
2026-09-25,14:20:15,AQI,3,
2026-09-25,14:20:15,TVOC,460,ppb
2026-09-25,14:20:15,eCO2,854,ppm
2026-09-25,14:20:15,Broadband (Visible + IR),4,
2026-09-25,14:20:15,Infrared,1,
2026-09-25,14:20:16,Temperature,25.20,°C
2026-09-25,14:20:16,Humidity,50.97,%
2026-09-25,14:20:16,AQI,3,
2026-09-25,14:20:16,TVOC,441,ppb
2026-09-25,14:20:16,eCO2,848,ppm
2026-09-25,14:20:16,Broadband (Visible + IR),4,
2026-09-25,14:20:16,Infrared,1,
2026-09-25,14:20:17,Temperature,25.24,°C
2026-09-25,14:20:17,Humidity,50.99,%
2026-09-25,14:20:17,AQI,3,
2026-09-25,14:20:17,TVOC,471,ppb
2026-09-25,14:20:17,eCO2,857,ppm
2026-09-25,14:20:17,Broadband (Visible + IR),4,
2026-09-25,14:20:17,Infrared,1,
2026-09-25,14:20:18,Temperature,25.21,°C
2026-09-25,14:20:18,Humidity,50.99,%
2026-09-25,14:20:18,AQI,3,
2026-09-25,14:20:18,TVOC,455,ppb
2026-09-25,14:20:18,eCO2,852,ppm
2026-09-25,14:20:18,Broadband (Visible + IR),4,
2026-09-25,14:20:18,Infrared,1,
2026-09-25,14:20:19,Temperature,25.21,°C
2026-09-25,14:20:19,Humidity,51.01,%
2026-09-25,14:20:19,AQI,3,
2026-09-25,14:20:19,TVOC,455,ppb
2026-09-25,14:20:19,eCO2,852,ppm
2026-09-25,14:20:19,Broadband (Visible + IR),4,
2026-09-25,14:20:19,Infrared,1,
2026-09-25,14:20:20,Temperature,25.25,°C
2026-09-25,14:20:20,Humidity,51.03,%
2026-09-25,14:20:20,AQI,3,
2026-09-25,14:20:20,TVOC,458,ppb
2026-09-25,14:20:20,eCO2,853,ppm
2026-09-25,14:20:20,Broadband (Visible + IR),4,
2026-09-25,14:20:20,Infrared,1,
2026-09-25,14:20:21,Temperature,25.24,°C
2026-09-25,14:20:21,Humidity,50.97,%
2026-09-25,14:20:21,AQI,3,
2026-09-25,14:20:21,TVOC,448,ppb
2026-09-25,14:20:21,eCO2,850,ppm
2026-09-25,14:20:21,Broadband (Visible + IR),4,
2026-09-25,14:20:21,Infrared,1,
2026-09-25,14:20:22,Temperature,25.24,°C
2026-09-25,14:20:22,Humidity,50.95,%
2026-09-25,14:20:22,AQI,3,
2026-09-25,14:20:22,TVOC,450,ppb
2026-09-25,14:20:22,eCO2,851,ppm
2026-09-25,14:20:22,Broadband (Visible + IR),4,
2026-09-25,14:20:22,Infrared,1,
2026-09-25,14:20:23,Temperature,25.21,°C
2026-09-25,14:20:23,Humidity,50.90,%
2026-09-25,14:20:23,AQI,3,
2026-09-25,14:20:23,TVOC,450,ppb
2026-09-25,14:20:23,eCO2,851,ppm
2026-09-25,14:20:23,Broadband (Visible + IR),4,
2026-09-25,14:20:23,Infrared,1,
2026-09-25,14:20:24,Temperature,25.21,°C
2026-09-25,14:20:24,Humidity,50.97,%
2026-09-25,14:20:24,AQI,3,
2026-09-25,14:20:24,TVOC,443,ppb
2026-09-25,14:20:24,eCO2,849,ppm
2026-09-25,14:20:24,Broadband (Visible + IR),4,
2026-09-25,14:20:24,Infrared,1,
2026-09-25,14:20:25,Temperature,25.24,°C
2026-09-25,14:20:25,Humidity,50.93,%
2026-09-25,14:20:25,AQI,3,
2026-09-25,14:20:25,TVOC,469,ppb
2026-09-25,14:20:25,eCO2,857,ppm
2026-09-25,14:20:25,Broadband (Visible + IR),4,
2026-09-25,14:20:25,Infrared,1,
2026-09-25,14:20:26,Temperature,25.21,°C
2026-09-25,14:20:26,Humidity,50.91,%
2026-09-25,14:20:26,AQI,3,
2026-09-25,14:20:26,TVOC,440,ppb
2026-09-25,14:20:26,eCO2,848,ppm
2026-09-25,14:20:26,Broadband (Visible + IR),4,
2026-09-25,14:20:26,Infrared,1,
2026-09-25,14:20:27,Temperature,25.21,°C
2026-09-25,14:20:27,Humidity,50.94,%
2026-09-25,14:20:27,AQI,3,
2026-09-25,14:20:27,TVOC,461,ppb
2026-09-25,14:20:27,eCO2,854,ppm
2026-09-25,14:20:27,Broadband (Visible + IR),4,
2026-09-25,14:20:27,Infrared,1,
2026-09-25,14:20:28,Temperature,25.22,°C
2026-09-25,14:20:28,Humidity,50.94,%
2026-09-25,14:20:28,AQI,3,
2026-09-25,14:20:28,TVOC,438,ppb
2026-09-25,14:20:28,eCO2,847,ppm
2026-09-25,14:20:28,Broadband (Visible + IR),4,
2026-09-25,14:20:28,Infrared,1,
2026-09-25,14:20:29,Temperature,25.19,°C
2026-09-25,14:20:29,Humidity,50.95,%
2026-09-25,14:20:29,AQI,3,
2026-09-25,14:20:29,TVOC,447,ppb
2026-09-25,14:20:29,eCO2,850,ppm
2026-09-25,14:20:29,Broadband (Visible + IR),4,
2026-09-25,14:20:29,Infrared,1,
2026-09-25,14:20:30,Temperature,25.20,°C
2026-09-25,14:20:30,Humidity,50.98,%
2026-09-25,14:20:30,AQI,3,
2026-09-25,14:20:30,TVOC,449,ppb
2026-09-25,14:20:30,eCO2,850,ppm
2026-09-25,14:20:30,Broadband (Visible + IR),4,
2026-09-25,14:20:30,Infrared,1,
2026-09-25,14:20:31,Temperature,25.21,°C
2026-09-25,14:20:31,Humidity,50.97,%
2026-09-25,14:20:31,AQI,3,
2026-09-25,14:20:31,TVOC,447,ppb
2026-09-25,14:20:31,eCO2,850,ppm
2026-09-25,14:20:31,Broadband (Visible + IR),4,
2026-09-25,14:20:31,Infrared,1,
2026-09-25,14:20:32,Temperature,25.21,°C
2026-09-25,14:20:32,Humidity,50.99,%
2026-09-25,14:20:32,AQI,3,
2026-09-25,14:20:32,TVOC,455,ppb
2026-09-25,14:20:32,eCO2,852,ppm
2026-09-25,14:20:32,Broadband (Visible + IR),4,
2026-09-25,14:20:32,Infrared,1,
2026-09-25,14:20:33,Temperature,25.19,°C
2026-09-25,14:20:33,Humidity,50.93,%
2026-09-25,14:20:33,AQI,3,
2026-09-25,14:20:33,TVOC,463,ppb
2026-09-25,14:20:33,eCO2,855,ppm
2026-09-25,14:20:33,Broadband (Visible + IR),4,
2026-09-25,14:20:33,Infrared,1,
2026-09-25,14:20:34,Temperature,25.15,°C
2026-09-25,14:20:34,Humidity,50.95,%
2026-09-25,14:20:34,AQI,3,
2026-09-25,14:20:34,TVOC,439,ppb
2026-09-25,14:20:34,eCO2,847,ppm
2026-09-25,14:20:34,Broadband (Visible + IR),4,
2026-09-25,14:20:34,Infrared,1,
2026-09-25,14:20:35,Temperature,25.15,°C
2026-09-25,14:20:35,Humidity,50.97,%
2026-09-25,14:20:35,AQI,3,
2026-09-25,14:20:35,TVOC,420,ppb
2026-09-25,14:20:35,eCO2,841,ppm
2026-09-25,14:20:35,Broadband (Visible + IR),4,
2026-09-25,14:20:35,Infrared,1,
2026-09-25,14:20:36,Temperature,25.14,°C
2026-09-25,14:20:36,Humidity,50.97,%
2026-09-25,14:20:36,AQI,3,
2026-09-25,14:20:36,TVOC,437,ppb
2026-09-25,14:20:36,eCO2,847,ppm
2026-09-25,14:20:36,Broadband (Visible + IR),4,
2026-09-25,14:20:36,Infrared,1,
2026-09-25,14:20:37,Temperature,25.13,°C
2026-09-25,14:20:37,Humidity,50.94,%
2026-09-25,14:20:37,AQI,3,
2026-09-25,14:20:37,TVOC,422,ppb
2026-09-25,14:20:37,eCO2,842,ppm
2026-09-25,14:20:37,Broadband (Visible + IR),4,
2026-09-25,14:20:37,Infrared,1,
2026-09-25,14:20:38,Temperature,25.17,°C
2026-09-25,14:20:38,Humidity,51.01,%
2026-09-25,14:20:38,AQI,3,
2026-09-25,14:20:38,TVOC,445,ppb
2026-09-25,14:20:38,eCO2,849,ppm
2026-09-25,14:20:38,Broadband (Visible + IR),4,
2026-09-25,14:20:38,Infrared,1,
2026-09-25,14:20:39,Temperature,25.19,°C
2026-09-25,14:20:39,Humidity,50.94,%
2026-09-25,14:20:39,AQI,3,
2026-09-25,14:20:39,TVOC,445,ppb
2026-09-25,14:20:39,eCO2,849,ppm
2026-09-25,14:20:39,Broadband (Visible + IR),4,
2026-09-25,14:20:39,Infrared,1,
2026-09-25,14:20:40,Temperature,25.16,°C
2026-09-25,14:20:40,Humidity,50.94,%
2026-09-25,14:20:40,AQI,3,
2026-09-25,14:20:40,TVOC,441,ppb
2026-09-25,14:20:40,eCO2,848,ppm
2026-09-25,14:20:40,Broadband (Visible + IR),4,
2026-09-25,14:20:40,Infrared,1,
2026-09-25,14:20:41,Temperature,25.14,°C
2026-09-25,14:20:41,Humidity,50.91,%
2026-09-25,14:20:41,AQI,3,
2026-09-25,14:20:41,TVOC,430,ppb
2026-09-25,14:20:41,eCO2,844,ppm
2026-09-25,14:20:41,Broadband (Visible + IR),4,
2026-09-25,14:20:41,Infrared,1,
2026-09-25,14:20:42,Temperature,25.13,°C
2026-09-25,14:20:42,Humidity,50.96,%
2026-09-25,14:20:42,AQI,3,
2026-09-25,14:20:42,TVOC,432,ppb
2026-09-25,14:20:42,eCO2,845,ppm
2026-09-25,14:20:42,Broadband (Visible + IR),4,
2026-09-25,14:20:42,Infrared,1,
2026-09-25,14:20:43,Temperature,25.14,°C
2026-09-25,14:20:43,Humidity,50.95,%
2026-09-25,14:20:43,AQI,3,
2026-09-25,14:20:43,TVOC,440,ppb
2026-09-25,14:20:43,eCO2,848,ppm
2026-09-25,14:20:43,Broadband (Visible + IR),4,
2026-09-25,14:20:43,Infrared,1,
2026-09-25,14:20:44,Temperature,25.14,°C
2026-09-25,14:20:44,Humidity,50.95,%
2026-09-25,14:20:44,AQI,3,
2026-09-25,14:20:44,TVOC,435,ppb
2026-09-25,14:20:44,eCO2,846,ppm
2026-09-25,14:20:44,Broadband (Visible + IR),4,
2026-09-25,14:20:44,Infrared,1,
2026-09-25,14:20:45,Temperature,25.18,°C
2026-09-25,14:20:45,Humidity,51.00,%
2026-09-25,14:20:45,AQI,3,
2026-09-25,14:20:45,TVOC,425,ppb
2026-09-25,14:20:45,eCO2,843,ppm
2026-09-25,14:20:45,Broadband (Visible + IR),4,
2026-09-25,14:20:45,Infrared,1,
2026-09-25,14:20:46,Temperature,25.19,°C
2026-09-25,14:20:46,Humidity,51.03,%
2026-09-25,14:20:46,AQI,3,
2026-09-25,14:20:46,TVOC,430,ppb
2026-09-25,14:20:46,eCO2,844,ppm
2026-09-25,14:20:46,Broadband (Visible + IR),4,
2026-09-25,14:20:46,Infrared,1,
2026-09-25,14:20:47,Temperature,25.18,°C
2026-09-25,14:20:47,Humidity,51.00,%
2026-09-25,14:20:47,AQI,3,
2026-09-25,14:20:47,TVOC,442,ppb
2026-09-25,14:20:47,eCO2,848,ppm
2026-09-25,14:20:47,Broadband (Visible + IR),4,
2026-09-25,14:20:47,Infrared,1,
2026-09-25,14:20:48,Temperature,25.16,°C
2026-09-25,14:20:48,Humidity,50.95,%
2026-09-25,14:20:48,AQI,3,
2026-09-25,14:20:48,TVOC,431,ppb
2026-09-25,14:20:48,eCO2,845,ppm
2026-09-25,14:20:48,Broadband (Visible + IR),4,
2026-09-25,14:20:48,Infrared,1,
2026-09-25,14:20:49,Temperature,25.16,°C
2026-09-25,14:20:49,Humidity,51.02,%
2026-09-25,14:20:49,AQI,3,
2026-09-25,14:20:49,TVOC,441,ppb
2026-09-25,14:20:49,eCO2,848,ppm
2026-09-25,14:20:49,Broadband (Visible + IR),4,
2026-09-25,14:20:49,Infrared,1,
2026-09-25,14:20:50,Temperature,25.16,°C
2026-09-25,14:20:50,Humidity,51.05,%
2026-09-25,14:20:50,AQI,3,
2026-09-25,14:20:50,TVOC,414,ppb
2026-09-25,14:20:50,eCO2,839,ppm
2026-09-25,14:20:50,Broadband (Visible + IR),4,
2026-09-25,14:20:50,Infrared,1,
2026-09-25,14:20:51,Temperature,25.16,°C
2026-09-25,14:20:51,Humidity,51.02,%
2026-09-25,14:20:51,AQI,3,
2026-09-25,14:20:51,TVOC,450,ppb
2026-09-25,14:20:51,eCO2,851,ppm
2026-09-25,14:20:51,Broadband (Visible + IR),4,
2026-09-25,14:20:51,Infrared,1,
2026-09-25,14:20:52,Temperature,25.16,°C
2026-09-25,14:20:52,Humidity,51.02,%
2026-09-25,14:20:52,AQI,3,
2026-09-25,14:20:52,TVOC,448,ppb
2026-09-25,14:20:52,eCO2,850,ppm
2026-09-25,14:20:52,Broadband (Visible + IR),4,
2026-09-25,14:20:52,Infrared,1,
2026-09-25,14:20:53,Temperature,25.13,°C
2026-09-25,14:20:53,Humidity,51.02,%
2026-09-25,14:20:53,AQI,3,
2026-09-25,14:20:53,TVOC,438,ppb
2026-09-25,14:20:53,eCO2,847,ppm
2026-09-25,14:20:53,Broadband (Visible + IR),4,
2026-09-25,14:20:53,Infrared,1,
2026-09-25,14:20:54,Temperature,25.14,°C
2026-09-25,14:20:54,Humidity,51.02,%
2026-09-25,14:20:54,AQI,3,
2026-09-25,14:20:54,TVOC,446,ppb
2026-09-25,14:20:54,eCO2,850,ppm
2026-09-25,14:20:54,Broadband (Visible + IR),4,
2026-09-25,14:20:54,Infrared,1,
2026-09-25,14:20:55,Temperature,25.14,°C
2026-09-25,14:20:55,Humidity,50.98,%
2026-09-25,14:20:55,AQI,3,
2026-09-25,14:20:55,TVOC,440,ppb
2026-09-25,14:20:55,eCO2,848,ppm
2026-09-25,14:20:55,Broadband (Visible + IR),4,
2026-09-25,14:20:55,Infrared,1,
2026-09-25,14:20:56,Temperature,25.14,°C
2026-09-25,14:20:56,Humidity,51.04,%
2026-09-25,14:20:56,AQI,3,
2026-09-25,14:20:56,TVOC,444,ppb
2026-09-25,14:20:56,eCO2,849,ppm
2026-09-25,14:20:56,Broadband (Visible + IR),4,
2026-09-25,14:20:56,Infrared,1,
2026-09-25,14:20:57,Temperature,25.14,°C
2026-09-25,14:20:57,Humidity,51.12,%
2026-09-25,14:20:57,AQI,3,
2026-09-25,14:20:57,TVOC,438,ppb
2026-09-25,14:20:57,eCO2,847,ppm
2026-09-25,14:20:57,Broadband (Visible + IR),4,
2026-09-25,14:20:57,Infrared,1,
2026-09-25,14:20:58,Temperature,25.14,°C
2026-09-25,14:20:58,Humidity,51.12,%
2026-09-25,14:20:58,AQI,3,
2026-09-25,14:20:58,TVOC,453,ppb
2026-09-25,14:20:58,eCO2,852,ppm
2026-09-25,14:20:58,Broadband (Visible + IR),4,
2026-09-25,14:20:58,Infrared,1,
2026-09-25,14:20:59,Temperature,25.13,°C
2026-09-25,14:20:59,Humidity,51.03,%
2026-09-25,14:20:59,AQI,3,
2026-09-25,14:20:59,TVOC,453,ppb
2026-09-25,14:20:59,eCO2,852,ppm
2026-09-25,14:20:59,Broadband (Visible + IR),4,
2026-09-25,14:20:59,Infrared,1,
2026-09-25,14:21:00,Temperature,25.12,°C
2026-09-25,14:21:00,Humidity,51.09,%
2026-09-25,14:21:00,AQI,3,
2026-09-25,14:21:00,TVOC,458,ppb
2026-09-25,14:21:00,eCO2,853,ppm
2026-09-25,14:21:00,Broadband (Visible + IR),4,
2026-09-25,14:21:00,Infrared,1,
2026-09-25,14:21:01,Temperature,25.13,°C
2026-09-25,14:21:01,Humidity,51.11,%
2026-09-25,14:21:01,AQI,3,
2026-09-25,14:21:01,TVOC,456,ppb
2026-09-25,14:21:01,eCO2,853,ppm
2026-09-25,14:21:01,Broadband (Visible + IR),4,
2026-09-25,14:21:01,Infrared,1,
2026-09-25,14:21:02,Temperature,25.13,°C
2026-09-25,14:21:02,Humidity,51.15,%
2026-09-25,14:21:02,AQI,3,
2026-09-25,14:21:02,TVOC,442,ppb
2026-09-25,14:21:02,eCO2,848,ppm
2026-09-25,14:21:02,Broadband (Visible + IR),4,
2026-09-25,14:21:02,Infrared,1,
2026-09-25,14:21:03,Temperature,25.15,°C
2026-09-25,14:21:03,Humidity,51.13,%
2026-09-25,14:21:03,AQI,3,
2026-09-25,14:21:03,TVOC,459,ppb
2026-09-25,14:21:03,eCO2,853,ppm
2026-09-25,14:21:03,Broadband (Visible + IR),4,
2026-09-25,14:21:03,Infrared,1,
2026-09-25,14:21:04,Temperature,25.15,°C
2026-09-25,14:21:04,Humidity,51.04,%
2026-09-25,14:21:04,AQI,3,
2026-09-25,14:21:04,TVOC,459,ppb
2026-09-25,14:21:04,eCO2,853,ppm
2026-09-25,14:21:04,Broadband (Visible + IR),4,
2026-09-25,14:21:04,Infrared,1,
2026-09-25,14:21:05,Temperature,25.20,°C
2026-09-25,14:21:05,Humidity,51.11,%
2026-09-25,14:21:05,AQI,3,
2026-09-25,14:21:05,TVOC,462,ppb
2026-09-25,14:21:05,eCO2,854,ppm
2026-09-25,14:21:05,Broadband (Visible + IR),4,
2026-09-25,14:21:05,Infrared,1,
2026-09-25,14:21:06,Temperature,25.15,°C
2026-09-25,14:21:06,Humidity,51.11,%
2026-09-25,14:21:06,AQI,3,
2026-09-25,14:21:06,TVOC,457,ppb
2026-09-25,14:21:06,eCO2,853,ppm
2026-09-25,14:21:06,Broadband (Visible + IR),4,
2026-09-25,14:21:06,Infrared,1,
2026-09-25,14:21:07,Temperature,25.15,°C
2026-09-25,14:21:07,Humidity,51.04,%
2026-09-25,14:21:07,AQI,3,
2026-09-25,14:21:07,TVOC,447,ppb
2026-09-25,14:21:07,eCO2,850,ppm
2026-09-25,14:21:07,Broadband (Visible + IR),4,
2026-09-25,14:21:07,Infrared,1,
2026-09-25,14:21:08,Temperature,25.12,°C
2026-09-25,14:21:08,Humidity,51.05,%
2026-09-25,14:21:08,AQI,3,
2026-09-25,14:21:08,TVOC,444,ppb
2026-09-25,14:21:08,eCO2,849,ppm
2026-09-25,14:21:08,Broadband (Visible + IR),4,
2026-09-25,14:21:08,Infrared,1,
2026-09-25,14:21:09,Temperature,25.11,°C
2026-09-25,14:21:09,Humidity,51.12,%
2026-09-25,14:21:09,AQI,3,
2026-09-25,14:21:09,TVOC,435,ppb
2026-09-25,14:21:09,eCO2,846,ppm
2026-09-25,14:21:09,Broadband (Visible + IR),4,
2026-09-25,14:21:09,Infrared,1,
2026-09-25,14:21:10,Temperature,25.13,°C
2026-09-25,14:21:10,Humidity,51.13,%
2026-09-25,14:21:10,AQI,3,
2026-09-25,14:21:10,TVOC,445,ppb
2026-09-25,14:21:10,eCO2,849,ppm
2026-09-25,14:21:10,Broadband (Visible + IR),4,
2026-09-25,14:21:10,Infrared,1,
2026-09-25,14:21:11,Temperature,25.11,°C
2026-09-25,14:21:11,Humidity,51.06,%
2026-09-25,14:21:11,AQI,3,
2026-09-25,14:21:11,TVOC,415,ppb
2026-09-25,14:21:11,eCO2,839,ppm
2026-09-25,14:21:11,Broadband (Visible + IR),4,
2026-09-25,14:21:11,Infrared,1,
2026-09-25,14:21:12,Temperature,25.12,°C
2026-09-25,14:21:12,Humidity,51.09,%
2026-09-25,14:21:12,AQI,3,
2026-09-25,14:21:12,TVOC,416,ppb
2026-09-25,14:21:12,eCO2,840,ppm
2026-09-25,14:21:12,Broadband (Visible + IR),4,
2026-09-25,14:21:12,Infrared,1,
2026-09-25,14:21:13,Temperature,25.12,°C
2026-09-25,14:21:13,Humidity,51.05,%
2026-09-25,14:21:13,AQI,3,
2026-09-25,14:21:13,TVOC,412,ppb
2026-09-25,14:21:13,eCO2,839,ppm
2026-09-25,14:21:13,Broadband (Visible + IR),4,
2026-09-25,14:21:13,Infrared,1,
2026-09-25,14:21:14,Temperature,25.10,°C
2026-09-25,14:21:14,Humidity,51.01,%
2026-09-25,14:21:14,AQI,3,
2026-09-25,14:21:14,TVOC,419,ppb
2026-09-25,14:21:14,eCO2,841,ppm
2026-09-25,14:21:14,Broadband (Visible + IR),4,
2026-09-25,14:21:14,Infrared,1,
2026-09-25,14:21:15,Temperature,25.10,°C
2026-09-25,14:21:15,Humidity,51.04,%
2026-09-25,14:21:15,AQI,3,
2026-09-25,14:21:15,TVOC,393,ppb
2026-09-25,14:21:15,eCO2,832,ppm
2026-09-25,14:21:15,Broadband (Visible + IR),4,
2026-09-25,14:21:15,Infrared,1,
2026-09-25,14:21:16,Temperature,25.09,°C
2026-09-25,14:21:16,Humidity,51.08,%
2026-09-25,14:21:16,AQI,3,
2026-09-25,14:21:16,TVOC,412,ppb
2026-09-25,14:21:16,eCO2,839,ppm
2026-09-25,14:21:16,Broadband (Visible + IR),4,
2026-09-25,14:21:16,Infrared,1,
2026-09-25,14:21:17,Temperature,25.09,°C
2026-09-25,14:21:17,Humidity,51.04,%
2026-09-25,14:21:17,AQI,3,
2026-09-25,14:21:17,TVOC,404,ppb
2026-09-25,14:21:17,eCO2,836,ppm
2026-09-25,14:21:17,Broadband (Visible + IR),4,
2026-09-25,14:21:17,Infrared,1,
2026-09-25,14:21:18,Temperature,25.11,°C
2026-09-25,14:21:18,Humidity,51.05,%
2026-09-25,14:21:18,AQI,3,
2026-09-25,14:21:18,TVOC,417,ppb
2026-09-25,14:21:18,eCO2,840,ppm
2026-09-25,14:21:18,Broadband (Visible + IR),4,
2026-09-25,14:21:18,Infrared,1,
2026-09-25,14:21:19,Temperature,25.09,°C
2026-09-25,14:21:19,Humidity,50.94,%
2026-09-25,14:21:19,AQI,3,
2026-09-25,14:21:19,TVOC,417,ppb
2026-09-25,14:21:19,eCO2,840,ppm
2026-09-25,14:21:19,Broadband (Visible + IR),4,
2026-09-25,14:21:19,Infrared,1,
2026-09-25,14:21:20,Temperature,25.10,°C
2026-09-25,14:21:20,Humidity,50.97,%
2026-09-25,14:21:20,AQI,3,
2026-09-25,14:21:20,TVOC,378,ppb
2026-09-25,14:21:20,eCO2,827,ppm
2026-09-25,14:21:20,Broadband (Visible + IR),4,
2026-09-25,14:21:20,Infrared,1,
2026-09-25,14:21:21,Temperature,25.12,°C
2026-09-25,14:21:21,Humidity,50.94,%
2026-09-25,14:21:21,AQI,3,
2026-09-25,14:21:21,TVOC,368,ppb
2026-09-25,14:21:21,eCO2,824,ppm
2026-09-25,14:21:21,Broadband (Visible + IR),4,
2026-09-25,14:21:21,Infrared,1,
2026-09-25,14:21:22,Temperature,25.15,°C
2026-09-25,14:21:22,Humidity,50.93,%
2026-09-25,14:21:22,AQI,3,
2026-09-25,14:21:22,TVOC,376,ppb
2026-09-25,14:21:22,eCO2,827,ppm
2026-09-25,14:21:22,Broadband (Visible + IR),4,
2026-09-25,14:21:22,Infrared,1,
2026-09-25,14:21:23,Temperature,25.11,°C
2026-09-25,14:21:23,Humidity,50.87,%
2026-09-25,14:21:23,AQI,3,
2026-09-25,14:21:23,TVOC,371,ppb
2026-09-25,14:21:23,eCO2,825,ppm
2026-09-25,14:21:23,Broadband (Visible + IR),4,
2026-09-25,14:21:23,Infrared,1,
2026-09-25,14:21:24,Temperature,25.09,°C
2026-09-25,14:21:24,Humidity,50.89,%
2026-09-25,14:21:24,AQI,3,
